,id,class,is_athelete,grad_school,degree,time_between
9283,6969,2001,0,0,NA,NA
9284,6970,2013,0,0,NA,NA
9285,6971,2012,0,1,NA,12
9286,6972,2013,1,1,LAW,8
9287,6973,2015,1,0,NA,NA
9288,6974,2002,1,0,NA,NA
9289,6975,2010,0,1,LAW,5
9290,6976,2013,0,1,OTHER,1
9291,6977,2017,0,1,OTHER,3
9292,6978,2002,1,0,NA,NA
9293,6979,2013,0,0,NA,NA
9294,6980,2003,0,0,NA,NA
9295,6981,2012,0,0,NA,NA
9296,6982,2018,1,0,NA,NA
9297,6983,2014,1,1,BUSINESS,1
9298,6983,2014,1,1,OTHER MS,7
9299,6984,2006,0,1,BUSINESS,3
9300,6985,2014,1,0,NA,NA
9301,6986,2012,1,1,MEDICAL,4
9302,6987,2017,0,1,LAW,2
9303,6987,2017,0,1,NA,3
9304,6988,2006,1,1,MEDICAL,4
9305,6989,2011,0,1,OTHER,9
9306,6990,2002,1,1,BUSINESS,1
9307,6991,2007,0,0,NA,NA
9308,6992,2017,1,1,OTHER PhD,2
9309,6993,2003,0,0,NA,NA
9310,6994,2011,0,0,NA,NA
9311,6995,2010,0,0,NA,NA
9312,6996,2015,0,1,LAW,15
9313,6997,2001,1,1,OTHER MS,1
9314,6998,2004,1,1,LAW,6
9315,6998,2004,1,1,OTHER MS,9
9316,6998,2004,1,1,BUSINESS,4
9317,6998,2004,1,1,OTHER,1
9318,6999,2005,0,0,NA,NA
9319,6999,2005,0,0,NA,NA
9320,7000,2009,0,1,MEDICAL,0
9321,7001,2005,0,1,MEDICAL,10
9322,7002,2010,1,1,OTHER,5
9323,7003,2018,0,0,NA,NA
9324,7003,2018,0,0,NA,NA
9325,7004,2005,0,1,MEDICAL,4
9326,7005,2003,1,0,NA,NA
9327,7006,2007,1,1,LAW,1
9328,7007,2008,0,0,NA,NA
9329,7008,2012,0,0,NA,NA
9330,7008,2012,0,0,NA,NA
9331,7009,2003,1,0,NA,NA
9332,7010,2008,0,1,BUSINESS,5
9333,7010,2008,0,1,LAW,2
9334,7010,2008,0,1,OTHER,10
9335,7011,2006,0,1,OTHER,2
9336,7011,2006,0,1,STEM PhD,4
9337,7012,2008,1,1,OTHER,1
9338,7013,2019,0,0,NA,NA
9339,7014,2007,0,1,OTHER,3
9340,7015,2007,0,1,LAW,3
9341,7016,2010,1,0,NA,NA
9342,7017,2007,0,1,MEDICAL,5
9343,7017,2007,0,1,LAW,2
9344,7017,2007,0,1,OTHER,4
9345,7018,2001,1,1,BUSINESS,4
9346,7018,2001,1,1,STEM PhD,3
9347,7019,2016,1,0,NA,NA
9348,7019,2016,1,0,NA,NA
9349,7019,2016,1,0,NA,NA
9350,7019,2016,1,0,NA,NA
9351,7020,2019,1,0,NA,NA
9352,7021,2011,1,1,BUSINESS,5
9353,7022,2005,0,0,NA,NA
9354,7023,2019,1,1,OTHER MS,2
9355,7024,2014,1,1,NA,1
9356,7025,2018,1,1,LAW,0
9357,7026,2015,1,1,OTHER MS,2
9358,7027,2019,0,0,NA,NA
9359,7028,2010,1,0,NA,NA
9360,7029,2006,0,1,OTHER PhD,7
9361,7030,2019,0,1,OTHER,2
9362,7031,2005,1,0,NA,NA
9363,7032,2004,0,1,BUSINESS,2
9364,7032,2004,0,1,STEM MS,2
9365,7033,2004,1,1,OTHER MS,1
9366,7034,2006,0,1,LAW,0
9367,7035,2003,0,0,NA,NA
9368,7035,2003,0,0,NA,NA
9369,7036,2013,1,0,NA,NA
9370,7036,2013,1,0,NA,NA
9371,7037,2010,0,0,NA,NA
9372,7038,2015,0,1,LAW,6
9373,7039,2015,1,0,NA,NA
9374,7040,2003,1,0,NA,NA
9375,7041,2018,0,1,OTHER,2
9376,7042,2012,1,1,OTHER,1
9377,7043,2001,1,0,NA,NA
9378,7044,2009,0,0,NA,NA
9379,7045,2013,0,0,NA,NA
9380,7046,2018,0,0,NA,NA
9381,7046,2018,0,0,NA,NA
9382,7046,2018,0,0,NA,NA
9383,7047,2010,0,0,NA,NA
9384,7048,2004,1,1,LAW,2
9385,7049,2010,0,0,NA,NA
9386,7049,2010,0,0,NA,NA
9387,7050,2015,1,1,OTHER MS,2
9388,7050,2015,1,1,NA,2
9389,7051,2019,1,0,NA,NA
9390,7052,2009,0,0,NA,NA
9391,7053,2006,1,0,NA,NA
9392,7054,2009,0,1,OTHER,0
9393,7054,2009,0,1,OTHER PhD,1
9394,7055,2011,0,1,LAW,2
9395,7056,2001,1,0,NA,NA
9396,7056,2001,1,0,NA,NA
9397,7056,2001,1,0,NA,NA
9398,7057,2018,1,0,NA,NA
9399,7058,2012,0,1,OTHER,3
9400,7059,2003,1,0,NA,NA
9401,7060,2015,1,1,LAW,3
9402,7061,2012,1,1,BUSINESS,4
9403,7062,2017,0,0,NA,NA
9404,7063,2014,1,1,OTHER PhD,16
9405,7063,2014,1,1,MEDICAL,2
9406,7064,2004,1,0,NA,NA
9407,7065,2018,1,1,OTHER MS,3
9408,7066,2006,0,1,LAW,12
9409,7066,2006,0,1,MEDICAL,5
9410,7067,2009,1,0,NA,NA
9411,7068,2006,0,1,LAW,6
9412,7069,2006,1,0,NA,NA
9413,7070,2006,0,1,OTHER PhD,2
9414,7070,2006,0,1,OTHER,9
9415,7070,2006,0,1,BUSINESS,3
9416,7071,2001,1,1,LAW,4
9417,7072,2003,1,1,OTHER,3
9418,7073,2018,0,0,NA,NA
9419,7073,2018,0,0,NA,NA
9420,7074,2017,0,1,OTHER PhD,3
9421,7075,2013,0,0,NA,NA
9422,7076,2016,1,0,NA,NA
9423,7077,2002,0,0,NA,NA
9424,7078,2017,0,1,LAW,4
9425,7079,2004,0,0,NA,NA
9426,7080,2012,1,0,NA,NA
9427,7080,2012,1,0,NA,NA
9428,7081,2016,1,0,NA,NA
9429,7082,2018,0,1,OTHER,1
9430,7082,2018,0,1,MEDICAL,2
9431,7083,2018,1,0,NA,NA
9432,7084,2008,1,1,STEM PhD,1
9433,7085,2006,1,1,OTHER MS,2
9434,7085,2006,1,1,OTHER MS,2
9435,7086,2002,0,0,NA,NA
9436,7087,2013,1,1,OTHER MS,6
9437,7088,2006,0,1,LAW,0
9438,7089,2010,0,1,OTHER MS,2
9439,7090,2009,1,0,NA,NA
9440,7091,2003,0,0,NA,NA
9441,7092,2017,1,0,NA,NA
9442,7093,2016,1,0,NA,NA
9443,7094,2006,1,0,NA,NA
9444,7095,2004,1,0,NA,NA
9445,7096,2004,1,1,OTHER MS,0
9446,7097,2007,1,1,OTHER MS,3
9447,7098,2006,0,0,NA,NA
9448,7099,2001,0,0,NA,NA
9449,7100,2011,1,1,OTHER,10
9450,7101,2008,0,0,NA,NA
9451,7102,2011,0,1,MEDICAL,2
9452,7103,2008,1,0,NA,NA
9453,7104,2016,0,0,NA,NA
9454,7105,2016,0,1,MEDICAL,8
9455,7106,2008,0,1,LAW,2
9456,7107,2001,1,1,OTHER,1
9457,7108,2003,0,1,LAW,6
9458,7109,2014,0,0,NA,NA
9459,7109,2014,0,0,NA,NA
9460,7110,2006,0,0,NA,NA
9461,7111,2005,1,0,NA,NA
9462,7111,2005,1,0,NA,NA
9463,7111,2005,1,0,NA,NA
9464,7112,2012,1,1,LAW,4
9465,7113,2013,0,1,LAW,1
9466,7113,2013,0,1,BUSINESS,4
9467,7113,2013,0,1,LAW,1
9468,7113,2013,0,1,OTHER MS,4
9469,7114,2004,1,0,NA,NA
9470,7115,2006,0,1,LAW,7
9471,7116,2001,1,1,MEDICAL,4
9472,7116,2001,1,1,LAW,3
9473,7117,2017,1,0,NA,NA
9474,7118,2016,0,1,NA,7
9475,7118,2016,0,1,LAW,1
9476,7119,2017,1,1,OTHER,2
9477,7120,2008,1,1,LAW,1
9478,7121,2015,0,0,NA,NA
9479,7122,2004,1,1,NA,12
9480,7122,2004,1,1,LAW,10
9481,7123,2018,0,0,NA,NA
9482,7123,2018,0,0,NA,NA
9483,7124,2015,0,0,NA,NA
9484,7125,2013,1,0,NA,NA
9485,7126,2014,1,0,NA,NA
9486,7126,2014,1,0,NA,NA
9487,7127,2001,0,1,OTHER,2
9488,7128,2017,0,1,OTHER,11
9489,7129,2003,1,1,STEM MS,5
9490,7130,2016,1,1,MEDICAL,5
9491,7131,2016,0,0,NA,NA
9492,7132,2010,1,0,NA,NA
9493,7132,2010,1,0,NA,NA
9494,7133,2011,0,1,LAW,3
9495,7134,2003,1,1,BUSINESS,4
9496,7135,2014,1,0,NA,NA
9497,7136,2008,0,0,NA,NA
9498,7137,2014,1,1,OTHER MS,5
9499,7137,2014,1,1,OTHER,2
9500,7138,2019,1,1,OTHER MS,3
9501,7139,2012,1,1,BUSINESS,4
9502,7140,2013,1,1,STEM PhD,2
9503,7140,2013,1,1,NA,9
9504,7140,2013,1,1,OTHER PhD,4
9505,7140,2013,1,1,LAW,3
9506,7140,2013,1,1,OTHER PhD,8
9507,7141,2010,0,1,OTHER MS,3
9508,7142,2015,0,1,LAW,2
9509,7143,2013,1,0,NA,NA
9510,7144,2006,1,0,NA,NA
9511,7144,2006,1,0,NA,NA
9512,7145,2018,0,1,OTHER MS,1
9513,7146,2003,1,0,NA,NA
9514,7147,2005,0,0,NA,NA
9515,7148,2004,0,1,OTHER,0
9516,7149,2002,1,0,NA,NA
9517,7150,2009,0,1,OTHER,8
9518,7151,2014,0,1,OTHER,3
9519,7151,2014,0,1,OTHER MS,2
9520,7152,2012,1,0,NA,NA
9521,7152,2012,1,0,NA,NA
9522,7152,2012,1,0,NA,NA
9523,7153,2012,0,1,LAW,9
9524,7154,2003,0,1,NA,2
9525,7155,2005,1,1,OTHER MS,3
9526,7156,2007,1,0,NA,NA
9527,7157,2003,0,1,OTHER,5
9528,7158,2012,1,0,NA,NA
9529,7159,2006,0,0,NA,NA
9530,7159,2006,0,0,NA,NA
9531,7160,2005,1,0,NA,NA
9532,7160,2005,1,0,NA,NA
9533,7160,2005,1,0,NA,NA
9534,7161,2004,0,0,NA,NA
9535,7162,2014,1,1,LAW,3
9536,7162,2014,1,1,OTHER MS,2
9537,7162,2014,1,1,LAW,0
9538,7163,2006,1,1,BUSINESS,1
9539,7164,2002,1,1,MEDICAL,4
9540,7165,2019,1,0,NA,NA
9541,7166,2013,0,0,NA,NA
9542,7167,2009,0,0,NA,NA
9543,7168,2009,0,1,LAW,3
9544,7168,2009,0,1,LAW,5
9545,7169,2013,1,1,OTHER MS,7
9546,7170,2012,0,1,OTHER,5
9547,7171,2019,1,0,NA,NA
9548,7172,2018,1,1,LAW,6
9549,7173,2002,0,1,STEM PhD,0
9550,7173,2002,0,1,STEM MS,2
9551,7174,2017,0,1,OTHER PhD,1
9552,7175,2008,0,0,NA,NA
9553,7176,2012,0,1,OTHER,5
9554,7177,2012,1,0,NA,NA
9555,7178,2019,1,1,STEM PhD,3
9556,7179,2001,1,1,NA,9
9557,7179,2001,1,1,STEM PhD,6
9558,7180,2007,0,0,NA,NA
9559,7180,2007,0,0,NA,NA
9560,7180,2007,0,0,NA,NA
9561,7181,2014,0,1,MEDICAL,4
9562,7182,2009,0,1,OTHER MS,7
9563,7182,2009,0,1,STEM PhD,2
9564,7183,2007,1,0,NA,NA
9565,7184,2006,1,1,BUSINESS,7
9566,7185,2003,0,1,STEM MS,2
9567,7186,2003,0,1,OTHER,1
9568,7187,2018,0,1,LAW,1
9569,7188,2016,1,1,STEM MS,2
9570,7189,2007,1,0,NA,NA
9571,7190,2003,1,0,NA,NA
9572,7191,2012,1,0,NA,NA
9573,7191,2012,1,0,NA,NA
9574,7192,2013,0,1,OTHER,0
9575,7193,2011,1,1,OTHER MS,2
9576,7194,2005,1,1,OTHER,4
9577,7195,2016,0,0,NA,NA
9578,7195,2016,0,0,NA,NA
9579,7196,2008,1,1,BUSINESS,1
9580,7197,2002,1,0,NA,NA
9581,7198,2016,1,0,NA,NA
9582,7199,2014,1,1,MEDICAL,0
9583,7199,2014,1,1,STEM PhD,7
9584,7200,2013,0,0,NA,NA
9585,7201,2018,0,1,LAW,1
9586,7202,2011,1,0,NA,NA
9587,7203,2015,0,1,OTHER,4
9588,7204,2003,0,0,NA,NA
9589,7205,2015,0,0,NA,NA
9590,7206,2004,1,0,NA,NA
9591,7207,2001,1,0,NA,NA
9592,7208,2014,0,0,NA,NA
9593,7209,2004,0,0,NA,NA
9594,7209,2004,0,0,NA,NA
9595,7209,2004,0,0,NA,NA
9596,7210,2012,0,0,NA,NA
9597,7211,2012,1,0,NA,NA
9598,7212,2013,1,0,NA,NA
9599,7213,2007,1,0,NA,NA
9600,7213,2007,1,0,NA,NA
9601,7214,2004,0,1,OTHER MS,5
9602,7215,2016,0,1,OTHER,5
9603,7216,2016,0,0,NA,NA
9604,7217,2016,0,1,LAW,7
9605,7217,2016,0,1,LAW,3
9606,7217,2016,0,1,OTHER MS,1
9607,7218,2014,1,1,NA,7
9608,7219,2016,0,1,OTHER,3
9609,7220,2010,1,1,LAW,3
9610,7221,2011,0,1,LAW,2
9611,7221,2011,0,1,LAW,4
9612,7221,2011,0,1,MEDICAL,4
9613,7221,2011,0,1,BUSINESS,4
9614,7222,2007,0,0,NA,NA
9615,7223,2008,1,0,NA,NA
9616,7224,2010,1,1,MEDICAL,4
9617,7225,2002,1,1,OTHER,2
9618,7226,2004,1,0,NA,NA
9619,7227,2006,0,1,STEM PhD,14
9620,7228,2012,0,0,NA,NA
9621,7229,2005,0,0,NA,NA
9622,7229,2005,0,0,NA,NA
9623,7230,2001,1,1,STEM PhD,1
9624,7231,2017,0,1,LAW,3
9625,7231,2017,0,1,BUSINESS,13
9626,7232,2017,0,1,OTHER,8
9627,7233,2004,0,0,NA,NA
9628,7234,2011,1,1,OTHER,1
9629,7235,2011,0,1,LAW,4
9630,7236,2004,1,0,NA,NA
9631,7237,2009,1,1,LAW,5
9632,7238,2013,1,0,NA,NA
9633,7239,2019,1,0,NA,NA
9634,7240,2013,0,0,NA,NA
9635,7241,2014,1,0,NA,NA
9636,7242,2006,1,1,OTHER MS,1
9637,7243,2013,0,1,OTHER MS,6
9638,7244,2001,0,1,OTHER,0
9639,7244,2001,0,1,STEM PhD,2
9640,7245,2016,0,0,NA,NA
9641,7246,2019,1,1,OTHER PhD,5
9642,7247,2008,0,0,NA,NA
9643,7247,2008,0,0,NA,NA
9644,7247,2008,0,0,NA,NA
9645,7248,2003,0,0,NA,NA
9646,7248,2003,0,0,NA,NA
9647,7249,2005,0,0,NA,NA
9648,7250,2003,1,0,NA,NA
9649,7251,2008,0,1,OTHER,3
9650,7252,2019,0,1,OTHER,16
9651,7253,2012,1,0,NA,NA
9652,7254,2009,1,0,NA,NA
9653,7255,2014,0,0,NA,NA
9654,7256,2010,0,1,OTHER MS,3
9655,7257,2006,0,0,NA,NA
9656,7258,2018,0,0,NA,NA
9657,7259,2002,1,0,NA,NA
9658,7260,2012,1,0,NA,NA
9659,7260,2012,1,0,NA,NA
9660,7261,2017,0,0,NA,NA
9661,7262,2019,1,1,BUSINESS,2
9662,7263,2003,0,1,LAW,2
9663,7264,2019,0,0,NA,NA
9664,7265,2001,1,0,NA,NA
9665,7266,2014,0,0,NA,NA
9666,7267,2008,1,1,OTHER,1
9667,7268,2006,0,1,OTHER MS,7
9668,7269,2010,0,0,NA,NA
9669,7269,2010,0,0,NA,NA
9670,7270,2002,1,1,OTHER,2
9671,7271,2013,0,0,NA,NA
9672,7272,2004,1,0,NA,NA
9673,7273,2019,1,1,OTHER,4
9674,7274,2009,0,0,NA,NA
9675,7275,2007,1,1,OTHER,1
9676,7276,2003,1,0,NA,NA
9677,7277,2009,1,0,NA,NA
9678,7278,2009,1,1,OTHER,2
9679,7279,2006,1,0,NA,NA
9680,7280,2015,0,0,NA,NA
9681,7281,2008,1,0,NA,NA
9682,7282,2002,1,0,NA,NA
9683,7283,2005,0,0,NA,NA
9684,7284,2015,1,0,NA,NA
9685,7285,2002,1,1,OTHER,0
9686,7286,2013,0,1,LAW,9
9687,7286,2013,0,1,NA,3
9688,7287,2001,1,1,OTHER,8
9689,7288,2001,0,0,NA,NA
9690,7289,2003,0,1,OTHER,1
9691,7290,2011,1,0,NA,NA
9692,7290,2011,1,0,NA,NA
9693,7291,2006,1,1,OTHER PhD,2
9694,7291,2006,1,1,OTHER,7
9695,7292,2001,1,0,NA,NA
9696,7292,2001,1,0,NA,NA
9697,7293,2003,0,1,OTHER,3
9698,7294,2017,0,1,MEDICAL,15
9699,7295,2005,1,1,MEDICAL,3
9700,7296,2003,1,1,MEDICAL,10
9701,7297,2003,0,0,NA,NA
9702,7298,2012,0,1,OTHER MS,2
9703,7298,2012,0,1,NA,6
9704,7299,2019,1,0,NA,NA
9705,7300,2014,1,0,NA,NA
9706,7300,2014,1,0,NA,NA
9707,7301,2016,0,0,NA,NA
9708,7302,2011,1,1,LAW,3
9709,7302,2011,1,1,OTHER MS,2
9710,7303,2004,1,0,NA,NA
9711,7304,2004,1,0,NA,NA
9712,7305,2018,0,1,BUSINESS,20
9713,7306,2010,1,1,NA,4
9714,7306,2010,1,1,OTHER,4
9715,7306,2010,1,1,NA,3
9716,7307,2007,1,1,OTHER MS,3
9717,7308,2016,1,0,NA,NA
9718,7308,2016,1,0,NA,NA
9719,7309,2003,1,1,LAW,6
9720,7309,2003,1,1,LAW,16
9721,7310,2017,1,1,OTHER,2
9722,7311,2006,0,0,NA,NA
9723,7312,2005,1,0,NA,NA
9724,7313,2011,1,0,NA,NA
9725,7313,2011,1,0,NA,NA
9726,7314,2013,0,1,LAW,7
9727,7314,2013,0,1,OTHER PhD,1
9728,7315,2018,1,1,NA,16
9729,7316,2005,0,0,NA,NA
9730,7317,2007,0,1,OTHER MS,12
9731,7317,2007,0,1,LAW,7
9732,7318,2007,1,1,LAW,2
9733,7319,2001,0,1,OTHER MS,3
9734,7320,2017,0,1,BUSINESS,7
9735,7321,2017,1,1,STEM MS,4
9736,7322,2013,0,0,NA,NA
9737,7322,2013,0,0,NA,NA
9738,7323,2003,1,1,STEM PhD,6
9739,7324,2002,1,1,STEM MS,11
9740,7325,2017,0,1,LAW,5
9741,7326,2015,1,1,OTHER,6
9742,7326,2015,1,1,MEDICAL,4
9743,7327,2003,1,0,NA,NA
9744,7328,2003,1,1,LAW,7
9745,7329,2003,0,1,LAW,5
9746,7329,2003,0,1,OTHER,3
9747,7330,2013,1,0,NA,NA
9748,7331,2010,0,0,NA,NA
9749,7332,2001,1,0,NA,NA
9750,7333,2016,1,1,BUSINESS,2
9751,7334,2001,1,0,NA,NA
9752,7335,2013,0,0,NA,NA
9753,7335,2013,0,0,NA,NA
9754,7335,2013,0,0,NA,NA
9755,7336,2015,1,1,LAW,6
9756,7337,2002,1,0,NA,NA
9757,7338,2013,1,1,STEM MS,1
9758,7339,2014,1,1,STEM MS,5
9759,7340,2010,0,0,NA,NA
9760,7340,2010,0,0,NA,NA
9761,7341,2012,0,1,MEDICAL,2
9762,7342,2004,0,0,NA,NA
9763,7343,2018,1,0,NA,NA
9764,7344,2018,0,1,OTHER PhD,6
9765,7344,2018,0,1,OTHER,8
9766,7345,2017,1,1,NA,1
9767,7346,2003,0,1,OTHER,2
9768,7347,2005,1,1,OTHER MS,2
9769,7348,2005,1,0,NA,NA
9770,7349,2014,0,1,OTHER,3
9771,7350,2016,1,1,MEDICAL,4
9772,7350,2016,1,1,BUSINESS,4
9773,7350,2016,1,1,NA,1
9774,7350,2016,1,1,MEDICAL,3
9775,7351,2002,0,1,LAW,2
9776,7352,2001,0,1,MEDICAL,3
9777,7352,2001,0,1,STEM MS,0
9778,7353,2007,1,1,MEDICAL,1
9779,7354,2015,1,1,LAW,4
9780,7355,2013,1,0,NA,NA
9781,7356,2010,0,1,BUSINESS,5
9782,7357,2006,0,0,NA,NA
9783,7358,2019,0,1,OTHER,1
9784,7359,2010,0,0,NA,NA
9785,7360,2007,1,0,NA,NA
9786,7361,2004,1,0,NA,NA
9787,7361,2004,1,0,NA,NA
9788,7362,2003,1,1,NA,0
9789,7363,2002,1,1,OTHER,4
9790,7364,2017,0,1,MEDICAL,1
9791,7365,2017,0,1,OTHER,18
9792,7365,2017,0,1,OTHER,1
9793,7366,2017,0,0,NA,NA
9794,7366,2017,0,0,NA,NA
9795,7367,2019,1,1,NA,4
9796,7368,2018,1,1,OTHER MS,9
9797,7368,2018,1,1,BUSINESS,6
9798,7368,2018,1,1,OTHER PhD,5
9799,7369,2013,1,0,NA,NA
9800,7369,2013,1,0,NA,NA
9801,7369,2013,1,0,NA,NA
9802,7370,2006,1,0,NA,NA
9803,7370,2006,1,0,NA,NA
9804,7371,2012,0,0,NA,NA
9805,7372,2016,1,0,NA,NA
9806,7373,2007,1,1,BUSINESS,2
9807,7374,2001,0,0,NA,NA
9808,7375,2015,1,1,OTHER MS,4
9809,7375,2015,1,1,OTHER,6
9810,7375,2015,1,1,STEM PhD,1
9811,7376,2014,1,0,NA,NA
9812,7377,2002,0,1,STEM MS,8
9813,7378,2014,0,0,NA,NA
9814,7379,2011,0,0,NA,NA
9815,7380,2003,0,0,NA,NA
9816,7380,2003,0,0,NA,NA
9817,7380,2003,0,0,NA,NA
9818,7381,2003,0,0,NA,NA
9819,7382,2006,0,0,NA,NA
9820,7383,2013,0,0,NA,NA
9821,7384,2017,0,1,OTHER,3
9822,7385,2012,0,0,NA,NA
9823,7386,2014,1,0,NA,NA
9824,7387,2004,0,0,NA,NA
9825,7387,2004,0,0,NA,NA
9826,7388,2014,1,1,OTHER,8
9827,7388,2014,1,1,BUSINESS,11
9828,7389,2002,1,1,STEM MS,2
9829,7390,2011,1,1,STEM PhD,1
9830,7391,2011,1,1,OTHER MS,5
9831,7391,2011,1,1,OTHER MS,1
9832,7391,2011,1,1,OTHER,2
9833,7392,2009,0,0,NA,NA
9834,7392,2009,0,0,NA,NA
9835,7393,2018,0,0,NA,NA
9836,7394,2017,1,1,LAW,4
9837,7395,2019,0,0,NA,NA
9838,7396,2003,1,0,NA,NA
9839,7397,2012,0,1,STEM MS,18
9840,7398,2011,1,1,MEDICAL,8
9841,7399,2006,1,0,NA,NA
9842,7399,2006,1,0,NA,NA
9843,7400,2012,0,1,STEM PhD,2
9844,7401,2015,1,1,OTHER MS,5
9845,7401,2015,1,1,OTHER,1
9846,7401,2015,1,1,NA,7
9847,7401,2015,1,1,OTHER MS,6
9848,7402,2001,0,0,NA,NA
9849,7403,2019,0,0,NA,NA
9850,7403,2019,0,0,NA,NA
9851,7404,2014,0,1,OTHER,13
9852,7404,2014,0,1,OTHER,5
9853,7405,2008,1,0,NA,NA
9854,7405,2008,1,0,NA,NA
9855,7406,2005,0,1,NA,3
9856,7406,2005,0,1,STEM MS,5
9857,7407,2017,1,1,LAW,2
9858,7408,2013,1,1,LAW,4
9859,7409,2011,0,1,LAW,2
9860,7410,2005,1,1,MEDICAL,2
9861,7410,2005,1,1,STEM MS,5
9862,7411,2006,1,0,NA,NA
9863,7412,2013,1,0,NA,NA
9864,7413,2013,0,0,NA,NA
9865,7414,2004,0,0,NA,NA
9866,7414,2004,0,0,NA,NA
9867,7415,2011,0,1,LAW,6
9868,7416,2003,0,1,LAW,6
9869,7416,2003,0,1,OTHER MS,1
9870,7416,2003,0,1,STEM PhD,0
9871,7417,2013,0,0,NA,NA
9872,7417,2013,0,0,NA,NA
9873,7418,2004,1,0,NA,NA
9874,7419,2014,1,1,OTHER MS,6
9875,7420,2010,1,1,BUSINESS,2
9876,7421,2011,1,0,NA,NA
9877,7422,2007,0,0,NA,NA
9878,7423,2014,1,0,NA,NA
9879,7423,2014,1,0,NA,NA
9880,7423,2014,1,0,NA,NA
9881,7424,2006,1,0,NA,NA
9882,7425,2013,1,1,LAW,4
9883,7425,2013,1,1,BUSINESS,5
9884,7426,2009,1,0,NA,NA
9885,7427,2005,1,1,BUSINESS,2
9886,7428,2009,1,1,LAW,1
9887,7428,2009,1,1,LAW,3
9888,7429,2014,0,1,OTHER,4
9889,7430,2015,0,1,OTHER,7
9890,7431,2004,0,0,NA,NA
9891,7432,2019,1,0,NA,NA
9892,7432,2019,1,0,NA,NA
9893,7433,2008,1,1,LAW,6
9894,7434,2011,1,1,NA,4
9895,7435,2007,1,0,NA,NA
9896,7435,2007,1,0,NA,NA
9897,7436,2001,0,0,NA,NA
9898,7437,2015,1,0,NA,NA
9899,7437,2015,1,0,NA,NA
9900,7438,2019,0,0,NA,NA
9901,7439,2010,1,1,STEM MS,2
9902,7440,2019,0,0,NA,NA
9903,7441,2013,0,1,LAW,4
9904,7441,2013,0,1,OTHER,0
9905,7442,2009,1,1,OTHER MS,2
9906,7443,2005,0,0,NA,NA
9907,7443,2005,0,0,NA,NA
9908,7444,2001,0,1,MEDICAL,3
9909,7445,2010,1,0,NA,NA
9910,7445,2010,1,0,NA,NA
9911,7446,2003,0,1,OTHER,1
9912,7446,2003,0,1,MEDICAL,4
9913,7447,2007,1,0,NA,NA
9914,7448,2018,0,1,LAW,1
9915,7448,2018,0,1,LAW,6
9916,7449,2019,1,1,OTHER,3
9917,7450,2012,1,0,NA,NA
9918,7451,2014,1,1,OTHER MS,2
9919,7452,2003,1,1,OTHER PhD,4
9920,7453,2011,0,1,LAW,13
9921,7454,2017,0,0,NA,NA
9922,7455,2001,0,0,NA,NA
9923,7456,2002,0,1,OTHER MS,2
9924,7457,2001,1,1,BUSINESS,2
9925,7458,2019,1,1,OTHER PhD,15
9926,7459,2009,0,1,STEM MS,1
9927,7460,2019,0,1,OTHER,8
9928,7461,2001,0,0,NA,NA
9929,7462,2017,1,0,NA,NA
9930,7462,2017,1,0,NA,NA
9931,7463,2001,0,1,MEDICAL,19
9932,7464,2016,1,1,OTHER,2
9933,7464,2016,1,1,STEM MS,1
9934,7465,2018,1,0,NA,NA
9935,7466,2013,0,1,OTHER MS,2
9936,7467,2015,1,0,NA,NA
9937,7468,2007,0,1,OTHER PhD,8
9938,7469,2002,1,1,OTHER PhD,9
9939,7470,2007,1,0,NA,NA
9940,7471,2016,1,1,OTHER MS,6
9941,7471,2016,1,1,LAW,2
9942,7472,2002,0,0,NA,NA
9943,7473,2008,1,0,NA,NA
9944,7474,2009,0,1,MEDICAL,2
9945,7475,2008,0,1,OTHER,6
9946,7476,2016,0,0,NA,NA
9947,7477,2003,1,0,NA,NA
9948,7478,2001,1,0,NA,NA
9949,7479,2018,1,1,OTHER,3
9950,7480,2013,0,1,OTHER MS,5
9951,7481,2002,0,1,LAW,8
9952,7482,2008,0,1,LAW,5
9953,7483,2002,0,1,BUSINESS,5
9954,7483,2002,0,1,NA,5
9955,7484,2007,1,1,OTHER,3
9956,7485,2016,0,1,OTHER,5
9957,7486,2016,0,1,LAW,6
9958,7487,2018,1,0,NA,NA
9959,7487,2018,1,0,NA,NA
9960,7488,2001,1,1,LAW,3
9961,7489,2017,0,1,LAW,2
9962,7490,2014,1,0,NA,NA
9963,7491,2008,1,0,NA,NA
9964,7492,2017,0,1,OTHER MS,5
9965,7493,2006,1,0,NA,NA
9966,7494,2003,1,1,LAW,5
9967,7494,2003,1,1,MEDICAL,4
9968,7495,2005,0,0,NA,NA
9969,7495,2005,0,0,NA,NA
9970,7496,2019,1,1,OTHER,2
9971,7497,2016,0,1,STEM PhD,4
9972,7497,2016,0,1,STEM MS,4
9973,7497,2016,0,1,STEM PhD,4
9974,7498,2014,0,0,NA,NA
9975,7499,2012,0,0,NA,NA
9976,7500,2003,1,1,OTHER,1
9977,7501,2006,1,0,NA,NA
9978,7502,2004,1,1,OTHER MS,7
9979,7503,2016,1,1,OTHER MS,3
9980,7504,2006,1,1,LAW,6
9981,7504,2006,1,1,MEDICAL,1
9982,7505,2013,0,1,OTHER PhD,9
9983,7506,2002,1,1,LAW,5
9984,7507,2018,1,1,LAW,5
9985,7508,2009,1,0,NA,NA
9986,7509,2019,0,1,MEDICAL,0
